$T_i$ period,$L_Z^-$ minimum offset-free reaction time,$phase$ offsets min,$L_Z^+$ maximum offset-free reaction time,$phase$ offsets max,diff,is max-harmonic
"[12,2,4,6]",11.000,"[0,0,0,0]",20.000,"[0,1,0,3]",9.000,1
"[12,2,4,7]",17.000,"[0,0,0,0]",21.000,"[0,1,0,0]",4.000,0
"[12,2,4,8]",15.000,"[0,0,0,0]",22.000,"[0,1,0,3]",7.000,0
"[12,2,4,9]",17.000,"[0,0,0,0]",23.000,"[0,1,0,0]",6.000,0
"[12,2,4,10]",19.000,"[0,0,0,0]",24.000,"[0,1,0,1]",5.000,0
"[12,2,4,11]",21.000,"[0,0,0,0]",25.000,"[0,1,0,0]",4.000,0
"[12,2,4,12]",11.000,"[0,0,0,0]",26.000,"[0,1,0,3]",15.000,1
"[12,2,5,2]",15.000,"[0,0,0,0]",17.000,"[0,1,0,0]",2.000,0
"[12,2,5,3]",15.000,"[0,0,0,1]",18.000,"[0,1,0,1]",3.000,0
"[12,2,5,4]",15.000,"[0,0,0,0]",19.000,"[0,1,0,0]",4.000,0
"[12,2,5,5]",15.000,"[0,0,0,0]",20.000,"[0,1,0,4]",5.000,0
"[12,2,5,6]",15.000,"[0,0,0,4]",21.000,"[0,1,0,4]",6.000,0
"[12,2,5,7]",21.000,"[0,0,0,0]",22.000,"[0,1,0,0]",1.000,0
"[12,2,5,8]",19.000,"[0,0,0,0]",23.000,"[0,1,0,0]",4.000,0
"[12,2,5,9]",21.000,"[0,0,0,1]",24.000,"[0,1,0,1]",3.000,0
"[12,2,5,10]",19.000,"[0,0,0,0]",25.000,"[0,1,0,4]",6.000,0
"[12,2,5,11]",25.000,"[0,0,0,0]",26.000,"[0,1,0,0]",1.000,0
"[12,2,5,12]",15.000,"[0,0,0,4]",27.000,"[0,1,0,4]",12.000,0
"[12,2,6,2]",11.000,"[0,0,0,0]",18.000,"[0,1,0,1]",7.000,1
"[12,2,6,3]",11.000,"[0,0,0,0]",19.000,"[0,1,0,2]",8.000,1
"[12,2,6,4]",11.000,"[0,0,0,0]",20.000,"[0,1,0,1]",9.000,1
"[12,2,6,5]",15.000,"[0,0,0,0]",21.000,"[0,1,0,0]",6.000,0
"[12,2,6,6]",11.000,"[0,0,0,0]",22.000,"[0,1,0,5]",11.000,1
"[12,2,6,7]",17.000,"[0,0,0,0]",23.000,"[0,1,0,0]",6.000,0
"[12,2,6,8]",15.000,"[0,0,0,0]",24.000,"[0,1,0,1]",9.000,0
"[12,2,6,9]",17.000,"[0,0,0,0]",25.000,"[0,1,0,2]",8.000,0
"[12,2,6,10]",19.000,"[0,0,0,0]",26.000,"[0,1,0,1]",7.000,0
"[12,2,6,11]",21.000,"[0,0,0,0]",27.000,"[0,1,0,0]",6.000,0
"[12,2,6,12]",11.000,"[0,0,0,0]",28.000,"[0,1,0,5]",17.000,1
"[12,2,7,2]",17.000,"[0,0,0,0]",19.000,"[0,1,0,0]",2.000,0
"[12,2,7,3]",17.000,"[0,0,0,0]",20.000,"[0,1,0,0]",3.000,0
"[12,2,7,4]",17.000,"[0,0,0,2]",21.000,"[0,1,0,2]",4.000,0
"[12,2,7,5]",21.000,"[0,0,0,0]",22.000,"[0,1,0,0]",1.000,0
"[12,2,7,6]",17.000,"[0,0,0,0]",23.000,"[0,1,0,0]",6.000,0
"[12,2,7,7]",17.000,"[0,0,0,0]",24.000,"[0,1,0,6]",7.000,0
"[12,2,7,8]",21.000,"[0,0,0,2]",25.000,"[0,1,0,2]",4.000,0
"[12,2,7,9]",23.000,"[0,0,0,0]",26.000,"[0,1,0,0]",3.000,0
"[12,2,7,10]",25.000,"[0,0,0,0]",27.000,"[0,1,0,0]",2.000,0
"[12,2,7,11]",27.000,"[0,0,0,0]",28.000,"[0,1,0,0]",1.000,0
"[12,2,7,12]",17.000,"[0,0,0,6]",29.000,"[0,1,0,6]",12.000,0
"[12,2,8,2]",15.000,"[0,0,0,0]",20.000,"[0,1,0,1]",5.000,0
"[12,2,8,3]",15.000,"[0,0,0,1]",21.000,"[0,1,0,1]",6.000,0
"[12,2,8,4]",15.000,"[0,0,0,0]",22.000,"[0,1,0,3]",7.000,0
"[12,2,8,5]",19.000,"[0,0,0,0]",23.000,"[0,1,0,0]",4.000,0
"[12,2,8,6]",15.000,"[0,0,0,4]",24.000,"[0,1,0,1]",9.000,0
"[12,2,8,7]",21.000,"[0,0,0,0]",25.000,"[0,1,0,0]",4.000,0
"[12,2,8,8]",15.000,"[0,0,0,0]",26.000,"[0,1,0,7]",11.000,0
"[12,2,8,9]",21.000,"[0,0,0,1]",27.000,"[0,1,0,1]",6.000,0
"[12,2,8,10]",23.000,"[0,0,0,0]",28.000,"[0,1,0,1]",5.000,0
"[12,2,8,11]",25.000,"[0,0,0,0]",29.000,"[0,1,0,0]",4.000,0
"[12,2,8,12]",15.000,"[0,0,0,4]",30.000,"[0,1,0,7]",15.000,0
"[12,2,9,2]",17.000,"[0,0,0,0]",21.000,"[0,1,0,0]",4.000,0
"[12,2,9,3]",17.000,"[0,0,0,0]",22.000,"[0,1,0,2]",5.000,0
"[12,2,9,4]",17.000,"[0,0,0,2]",23.000,"[0,1,0,0]",6.000,0
"[12,2,9,5]",21.000,"[0,0,0,0]",24.000,"[0,1,0,0]",3.000,0
"[12,2,9,6]",17.000,"[0,0,0,0]",25.000,"[0,1,0,2]",8.000,0
"[12,2,9,7]",23.000,"[0,0,0,0]",26.000,"[0,1,0,0]",3.000,0
"[12,2,9,8]",21.000,"[0,0,0,2]",27.000,"[0,1,0,0]",6.000,0
"[12,2,9,9]",17.000,"[0,0,0,0]",28.000,"[0,1,0,8]",11.000,0
"[12,2,9,10]",25.000,"[0,0,0,0]",29.000,"[0,1,0,0]",4.000,0
"[12,2,9,11]",27.000,"[0,0,0,0]",30.000,"[0,1,0,0]",3.000,0
"[12,2,9,12]",17.000,"[0,0,0,6]",31.000,"[0,1,0,8]",14.000,0
"[12,2,10,2]",19.000,"[0,0,0,0]",22.000,"[0,1,0,1]",3.000,0
"[12,2,10,3]",19.000,"[0,0,0,2]",23.000,"[0,1,0,0]",4.000,0
"[12,2,10,4]",19.000,"[0,0,0,0]",24.000,"[0,1,0,1]",5.000,0
"[12,2,10,5]",19.000,"[0,0,0,0]",25.000,"[0,1,0,4]",6.000,0
"[12,2,10,6]",19.000,"[0,0,0,2]",26.000,"[0,1,0,3]",7.000,0
"[12,2,10,7]",25.000,"[0,0,0,0]",27.000,"[0,1,0,0]",2.000,0
"[12,2,10,8]",23.000,"[0,0,0,0]",28.000,"[0,1,0,1]",5.000,0
"[12,2,10,9]",25.000,"[0,0,0,2]",29.000,"[0,1,0,0]",4.000,0
"[12,2,10,10]",19.000,"[0,0,0,0]",30.000,"[0,1,0,9]",11.000,0
"[12,2,10,11]",29.000,"[0,0,0,0]",31.000,"[0,1,0,0]",2.000,0
"[12,2,10,12]",19.000,"[0,0,0,8]",32.000,"[0,1,0,9]",13.000,0
"[12,2,11,2]",21.000,"[0,0,0,0]",23.000,"[0,1,0,0]",2.000,0
"[12,2,11,3]",21.000,"[0,0,0,1]",24.000,"[0,1,0,1]",3.000,0
"[12,2,11,4]",21.000,"[0,0,0,2]",25.000,"[0,1,0,2]",4.000,0
"[12,2,11,5]",25.000,"[0,0,0,0]",26.000,"[0,1,0,0]",1.000,0
"[12,2,11,6]",21.000,"[0,0,0,4]",27.000,"[0,1,0,4]",6.000,0
"[12,2,11,7]",27.000,"[0,0,0,0]",28.000,"[0,1,0,0]",1.000,0
"[12,2,11,8]",25.000,"[0,0,0,2]",29.000,"[0,1,0,2]",4.000,0
"[12,2,11,9]",27.000,"[0,0,0,1]",30.000,"[0,1,0,1]",3.000,0
"[12,2,11,10]",29.000,"[0,0,0,0]",31.000,"[0,1,0,0]",2.000,0
"[12,2,11,11]",21.000,"[0,0,0,0]",32.000,"[0,1,0,10]",11.000,0
"[12,2,11,12]",21.000,"[0,0,0,10]",33.000,"[0,1,0,10]",12.000,0
"[12,2,12,2]",11.000,"[0,0,0,0]",24.000,"[0,1,0,1]",13.000,1
"[12,2,12,3]",11.000,"[0,0,0,0]",25.000,"[0,1,0,2]",14.000,1
"[12,2,12,4]",11.000,"[0,0,0,0]",26.000,"[0,1,0,3]",15.000,1
"[12,2,12,5]",15.000,"[0,0,0,0]",27.000,"[0,1,0,0]",12.000,0
"[12,2,12,6]",11.000,"[0,0,0,0]",28.000,"[0,1,0,5]",17.000,1
"[12,2,12,7]",17.000,"[0,0,0,0]",29.000,"[0,1,0,0]",12.000,0
"[12,2,12,8]",15.000,"[0,0,0,0]",30.000,"[0,1,0,3]",15.000,0
"[12,2,12,9]",17.000,"[0,0,0,0]",31.000,"[0,1,0,2]",14.000,0
"[12,2,12,10]",19.000,"[0,0,0,0]",32.000,"[0,1,0,1]",13.000,0
"[12,2,12,11]",21.000,"[0,0,0,0]",33.000,"[0,1,0,0]",12.000,0
"[12,2,12,12]",11.000,"[0,0,0,0]",34.000,"[0,1,0,11]",23.000,1
"[12,3,2,2]",11.000,"[0,0,0,0]",15.000,"[0,2,1,0]",4.000,1
"[12,3,2,3]",11.000,"[0,0,0,0]",16.000,"[0,2,1,2]",5.000,1
"[12,3,2,4]",11.000,"[0,0,0,0]",17.000,"[0,2,1,2]",6.000,1
"[12,3,2,5]",15.000,"[0,0,0,0]",18.000,"[0,2,1,0]",3.000,0
"[12,3,2,6]",11.000,"[0,0,0,0]",19.000,"[0,2,1,2]",8.000,1
"[12,3,2,7]",17.000,"[0,0,0,0]",20.000,"[0,2,1,0]",3.000,0
"[12,3,2,8]",15.000,"[0,0,0,0]",21.000,"[0,2,1,2]",6.000,0
"[12,3,2,9]",17.000,"[0,0,0,0]",22.000,"[0,2,1,2]",5.000,0
"[12,3,2,10]",19.000,"[0,0,0,0]",23.000,"[0,2,1,0]",4.000,0
"[12,3,2,11]",21.000,"[0,0,0,0]",24.000,"[0,2,1,0]",3.000,0
"[12,3,2,12]",11.000,"[0,0,0,0]",25.000,"[0,2,1,2]",14.000,1
"[12,3,3,2]",11.000,"[0,0,0,0]",16.000,"[0,2,1,1]",5.000,1
"[12,3,3,3]",11.000,"[0,0,0,0]",17.000,"[0,2,1,0]",6.000,1
"[12,3,3,4]",11.000,"[0,0,0,0]",18.000,"[0,2,1,3]",7.000,1
"[12,3,3,5]",15.000,"[0,0,0,0]",19.000,"[0,2,1,0]",4.000,0
"[12,3,3,6]",11.000,"[0,0,0,0]",20.000,"[0,2,1,3]",9.000,1
"[12,3,3,7]",17.000,"[0,0,0,0]",21.000,"[0,2,1,0]",4.000,0
"[12,3,3,8]",15.000,"[0,0,0,0]",22.000,"[0,2,1,3]",7.000,0
"[12,3,3,9]",17.000,"[0,0,0,0]",23.000,"[0,2,1,0]",6.000,0
"[12,3,3,10]",19.000,"[0,0,0,0]",24.000,"[0,2,1,1]",5.000,0
"[12,3,3,11]",21.000,"[0,0,0,0]",25.000,"[0,2,1,0]",4.000,0
"[12,3,3,12]",11.000,"[0,0,0,0]",26.000,"[0,2,1,3]",15.000,1
"[12,3,4,2]",11.000,"[0,0,0,0]",17.000,"[0,2,1,0]",6.000,1
"[12,3,4,3]",11.000,"[0,0,0,0]",18.000,"[0,2,1,1]",7.000,1
"[12,3,4,4]",11.000,"[0,0,0,0]",19.000,"[0,2,1,0]",8.000,1
"[12,3,4,5]",15.000,"[0,0,0,0]",20.000,"[0,2,1,0]",5.000,0
"[12,3,4,6]",11.000,"[0,0,0,0]",21.000,"[0,2,1,4]",10.000,1
"[12,3,4,7]",17.000,"[0,0,0,0]",22.000,"[0,2,1,0]",5.000,0
"[12,3,4,8]",15.000,"[0,0,0,0]",23.000,"[0,2,1,0]",8.000,0
"[12,3,4,9]",17.000,"[0,0,0,0]",24.000,"[0,2,1,1]",7.000,0
"[12,3,4,10]",19.000,"[0,0,0,0]",25.000,"[0,2,1,0]",6.000,0
"[12,3,4,11]",21.000,"[0,0,0,0]",26.000,"[0,2,1,0]",5.000,0
"[12,3,4,12]",11.000,"[0,0,0,0]",27.000,"[0,2,1,4]",16.000,1
"[12,3,5,2]",15.000,"[0,0,0,0]",18.000,"[0,2,0,1]",3.000,0
"[12,3,5,3]",15.000,"[0,0,0,1]",19.000,"[0,2,0,2]",4.000,0
"[12,3,5,4]",15.000,"[0,0,0,0]",20.000,"[0,2,0,1]",5.000,0
"[12,3,5,5]",15.000,"[0,0,0,0]",21.000,"[0,2,0,4]",6.000,0
"[12,3,5,6]",15.000,"[0,0,0,4]",22.000,"[0,2,0,5]",7.000,0
"[12,3,5,7]",21.000,"[0,0,0,0]",23.000,"[0,2,0,0]",2.000,0
"[12,3,5,8]",19.000,"[0,0,0,0]",24.000,"[0,2,0,1]",5.000,0
"[12,3,5,9]",21.000,"[0,0,0,1]",25.000,"[0,2,0,2]",4.000,0
"[12,3,5,10]",19.000,"[0,0,0,0]",26.000,"[0,2,0,9]",7.000,0
"[12,3,5,11]",25.000,"[0,0,0,0]",27.000,"[0,2,0,0]",2.000,0
"[12,3,5,12]",15.000,"[0,0,0,4]",28.000,"[0,2,0,5]",13.000,0
"[12,3,6,2]",11.000,"[0,0,0,0]",19.000,"[0,2,1,0]",8.000,1
"[12,3,6,3]",11.000,"[0,0,0,0]",20.000,"[0,2,1,0]",9.000,1
"[12,3,6,4]",11.000,"[0,0,0,0]",21.000,"[0,2,1,2]",10.000,1
"[12,3,6,5]",15.000,"[0,0,0,0]",22.000,"[0,2,1,0]",7.000,0
"[12,3,6,6]",11.000,"[0,0,0,0]",23.000,"[0,2,1,0]",12.000,1
"[12,3,6,7]",17.000,"[0,0,0,0]",24.000,"[0,2,1,0]",7.000,0
"[12,3,6,8]",15.000,"[0,0,0,0]",25.000,"[0,2,1,2]",10.000,0
"[12,3,6,9]",17.000,"[0,0,0,0]",26.000,"[0,2,1,0]",9.000,0
"[12,3,6,10]",19.000,"[0,0,0,0]",27.000,"[0,2,1,0]",8.000,0
"[12,3,6,11]",21.000,"[0,0,0,0]",28.000,"[0,2,1,0]",7.000,0
"[12,3,6,12]",11.000,"[0,0,0,0]",29.000,"[0,2,1,6]",18.000,1
"[12,3,7,2]",17.000,"[0,0,0,0]",20.000,"[0,2,0,1]",3.000,0
"[12,3,7,3]",17.000,"[0,0,0,0]",21.000,"[0,2,0,1]",4.000,0
"[12,3,7,4]",17.000,"[0,0,0,2]",22.000,"[0,2,0,3]",5.000,0
"[12,3,7,5]",21.000,"[0,0,0,0]",23.000,"[0,2,0,0]",2.000,0
"[12,3,7,6]",17.000,"[0,0,0,0]",24.000,"[0,2,0,1]",7.000,0
"[12,3,7,7]",17.000,"[0,0,0,0]",25.000,"[0,2,0,6]",8.000,0
"[12,3,7,8]",21.000,"[0,0,0,2]",26.000,"[0,2,0,3]",5.000,0
"[12,3,7,9]",23.000,"[0,0,0,0]",27.000,"[0,2,0,1]",4.000,0
"[12,3,7,10]",25.000,"[0,0,0,0]",28.000,"[0,2,0,1]",3.000,0
"[12,3,7,11]",27.000,"[0,0,0,0]",29.000,"[0,2,0,0]",2.000,0
"[12,3,7,12]",17.000,"[0,0,0,6]",30.000,"[0,2,0,7]",13.000,0
"[12,3,8,2]",15.000,"[0,0,0,0]",21.000,"[0,2,1,0]",6.000,0
"[12,3,8,3]",15.000,"[0,0,0,1]",22.000,"[0,2,1,2]",7.000,0
"[12,3,8,4]",15.000,"[0,0,0,0]",23.000,"[0,2,1,0]",8.000,0
"[12,3,8,5]",19.000,"[0,0,0,0]",24.000,"[0,2,1,0]",5.000,0
"[12,3,8,6]",15.000,"[0,0,0,4]",25.000,"[0,2,1,2]",10.000,0
"[12,3,8,7]",21.000,"[0,0,0,0]",26.000,"[0,2,1,0]",5.000,0
"[12,3,8,8]",15.000,"[0,0,0,0]",27.000,"[0,2,1,0]",12.000,0
"[12,3,8,9]",21.000,"[0,0,0,1]",28.000,"[0,2,1,2]",7.000,0
"[12,3,8,10]",23.000,"[0,0,0,0]",29.000,"[0,2,1,0]",6.000,0
"[12,3,8,11]",25.000,"[0,0,0,0]",30.000,"[0,2,1,0]",5.000,0
"[12,3,8,12]",15.000,"[0,0,0,4]",31.000,"[0,2,1,8]",16.000,0
"[12,3,9,2]",17.000,"[0,0,0,0]",22.000,"[0,2,1,1]",5.000,0
"[12,3,9,3]",17.000,"[0,0,0,0]",23.000,"[0,2,1,0]",6.000,0
"[12,3,9,4]",17.000,"[0,0,0,2]",24.000,"[0,2,1,1]",7.000,0
"[12,3,9,5]",21.000,"[0,0,0,0]",25.000,"[0,2,1,0]",4.000,0
"[12,3,9,6]",17.000,"[0,0,0,0]",26.000,"[0,2,1,3]",9.000,0
"[12,3,9,7]",23.000,"[0,0,0,0]",27.000,"[0,2,1,0]",4.000,0
"[12,3,9,8]",21.000,"[0,0,0,2]",28.000,"[0,2,1,1]",7.000,0
"[12,3,9,9]",17.000,"[0,0,0,0]",29.000,"[0,2,1,0]",12.000,0
"[12,3,9,10]",25.000,"[0,0,0,0]",30.000,"[0,2,1,1]",5.000,0
"[12,3,9,11]",27.000,"[0,0,0,0]",31.000,"[0,2,1,0]",4.000,0
"[12,3,9,12]",17.000,"[0,0,0,6]",32.000,"[0,2,1,9]",15.000,0
"[12,3,10,2]",19.000,"[0,0,0,0]",23.000,"[0,2,1,0]",4.000,0
"[12,3,10,3]",19.000,"[0,0,0,2]",24.000,"[0,2,1,1]",5.000,0
"[12,3,10,4]",19.000,"[0,0,0,0]",25.000,"[0,2,1,2]",6.000,0
"[12,3,10,5]",19.000,"[0,0,0,0]",26.000,"[0,2,1,0]",7.000,0
"[12,3,10,6]",19.000,"[0,0,0,2]",27.000,"[0,2,1,4]",8.000,0
"[12,3,10,7]",25.000,"[0,0,0,0]",28.000,"[0,2,1,0]",3.000,0
"[12,3,10,8]",23.000,"[0,0,0,0]",29.000,"[0,2,1,2]",6.000,0
"[12,3,10,9]",25.000,"[0,0,0,2]",30.000,"[0,2,1,1]",5.000,0
"[12,3,10,10]",19.000,"[0,0,0,0]",31.000,"[0,2,1,0]",12.000,0
"[12,3,10,11]",29.000,"[0,0,0,0]",32.000,"[0,2,1,0]",3.000,0
"[12,3,10,12]",19.000,"[0,0,0,8]",33.000,"[0,2,1,10]",14.000,0
"[12,3,11,2]",21.000,"[0,0,0,0]",24.000,"[0,2,0,1]",3.000,0
"[12,3,11,3]",21.000,"[0,0,0,1]",25.000,"[0,2,0,2]",4.000,0
"[12,3,11,4]",21.000,"[0,0,0,2]",26.000,"[0,2,0,3]",5.000,0
"[12,3,11,5]",25.000,"[0,0,0,0]",27.000,"[0,2,0,0]",2.000,0
"[12,3,11,6]",21.000,"[0,0,0,4]",28.000,"[0,2,0,5]",7.000,0
"[12,3,11,7]",27.000,"[0,0,0,0]",29.000,"[0,2,0,0]",2.000,0
"[12,3,11,8]",25.000,"[0,0,0,2]",30.000,"[0,2,0,3]",5.000,0
"[12,3,11,9]",27.000,"[0,0,0,1]",31.000,"[0,2,0,2]",4.000,0
"[12,3,11,10]",29.000,"[0,0,0,0]",32.000,"[0,2,0,1]",3.000,0
"[12,3,11,11]",21.000,"[0,0,0,0]",33.000,"[0,2,0,10]",12.000,0
"[12,3,11,12]",21.000,"[0,0,0,10]",34.000,"[0,2,0,11]",13.000,0
"[12,3,12,2]",11.000,"[0,0,0,0]",25.000,"[0,2,1,0]",14.000,1
"[12,3,12,3]",11.000,"[0,0,0,0]",26.000,"[0,2,1,0]",15.000,1
"[12,3,12,4]",11.000,"[0,0,0,0]",27.000,"[0,2,1,0]",16.000,1
"[12,3,12,5]",15.000,"[0,0,0,0]",28.000,"[0,2,1,0]",13.000,0
"[12,3,12,6]",11.000,"[0,0,0,0]",29.000,"[0,2,1,0]",18.000,1
"[12,3,12,7]",17.000,"[0,0,0,0]",30.000,"[0,2,1,0]",13.000,0
"[12,3,12,8]",15.000,"[0,0,0,0]",31.000,"[0,2,1,0]",16.000,0
"[12,3,12,9]",17.000,"[0,0,0,0]",32.000,"[0,2,1,0]",15.000,0
"[12,3,12,10]",19.000,"[0,0,0,0]",33.000,"[0,2,1,0]",14.000,0
"[12,3,12,11]",21.000,"[0,0,0,0]",34.000,"[0,2,1,0]",13.000,0
"[12,3,12,12]",11.000,"[0,0,0,0]",35.000,"[0,2,1,0]",24.000,1
"[12,4,2,2]",11.000,"[0,0,0,0]",16.000,"[0,3,0,1]",5.000,1
"[12,4,2,3]",11.000,"[0,0,0,0]",17.000,"[0,3,0,0]",6.000,1
"[12,4,2,4]",11.000,"[0,0,0,0]",18.000,"[0,3,0,3]",7.000,1
"[12,4,2,5]",15.000,"[0,0,0,0]",19.000,"[0,3,0,0]",4.000,0
"[12,4,2,6]",11.000,"[0,0,0,0]",20.000,"[0,3,0,3]",9.000,1
"[12,4,2,7]",17.000,"[0,0,0,0]",21.000,"[0,3,0,0]",4.000,0
"[12,4,2,8]",15.000,"[0,0,0,0]",22.000,"[0,3,0,3]",7.000,0
"[12,4,2,9]",17.000,"[0,0,0,0]",23.000,"[0,3,0,0]",6.000,0
"[12,4,2,10]",19.000,"[0,0,0,0]",24.000,"[0,3,0,1]",5.000,0
"[12,4,2,11]",21.000,"[0,0,0,0]",25.000,"[0,3,0,0]",4.000,0
"[12,4,2,12]",11.000,"[0,0,0,0]",26.000,"[0,3,0,3]",15.000,1
"[12,4,3,2]",11.000,"[0,0,0,0]",17.000,"[0,3,2,0]",6.000,1
"[12,4,3,3]",11.000,"[0,0,0,0]",18.000,"[0,3,2,1]",7.000,1
"[12,4,3,4]",11.000,"[0,0,0,0]",19.000,"[0,3,2,0]",8.000,1
"[12,4,3,5]",15.000,"[0,0,0,0]",20.000,"[0,3,2,0]",5.000,0
"[12,4,3,6]",11.000,"[0,0,0,0]",21.000,"[0,3,2,4]",10.000,1
"[12,4,3,7]",17.000,"[0,0,0,0]",22.000,"[0,3,2,0]",5.000,0
"[12,4,3,8]",15.000,"[0,0,0,0]",23.000,"[0,3,2,0]",8.000,0
"[12,4,3,9]",17.000,"[0,0,0,0]",24.000,"[0,3,2,1]",7.000,0
"[12,4,3,10]",19.000,"[0,0,0,0]",25.000,"[0,3,2,0]",6.000,0
"[12,4,3,11]",21.000,"[0,0,0,0]",26.000,"[0,3,2,0]",5.000,0
"[12,4,3,12]",11.000,"[0,0,0,0]",27.000,"[0,3,2,4]",16.000,1
"[12,4,4,2]",11.000,"[0,0,0,0]",18.000,"[0,3,2,1]",7.000,1
"[12,4,4,3]",11.000,"[0,0,0,0]",19.000,"[0,3,2,2]",8.000,1
"[12,4,4,4]",11.000,"[0,0,0,0]",20.000,"[0,3,2,1]",9.000,1
"[12,4,4,5]",15.000,"[0,0,0,0]",21.000,"[0,3,2,0]",6.000,0
"[12,4,4,6]",11.000,"[0,0,0,0]",22.000,"[0,3,2,5]",11.000,1
"[12,4,4,7]",17.000,"[0,0,0,0]",23.000,"[0,3,2,0]",6.000,0
"[12,4,4,8]",15.000,"[0,0,0,0]",24.000,"[0,3,2,1]",9.000,0
"[12,4,4,9]",17.000,"[0,0,0,0]",25.000,"[0,3,2,2]",8.000,0
"[12,4,4,10]",19.000,"[0,0,0,0]",26.000,"[0,3,2,1]",7.000,0
"[12,4,4,11]",21.000,"[0,0,0,0]",27.000,"[0,3,2,0]",6.000,0
"[12,4,4,12]",11.000,"[0,0,0,0]",28.000,"[0,3,2,5]",17.000,1
"[12,4,5,2]",15.000,"[0,0,0,0]",19.000,"[0,3,0,0]",4.000,0
"[12,4,5,3]",15.000,"[0,0,0,1]",20.000,"[0,3,0,0]",5.000,0
"[12,4,5,4]",15.000,"[0,0,0,0]",21.000,"[0,3,0,2]",6.000,0
"[12,4,5,5]",15.000,"[0,0,0,0]",22.000,"[0,3,0,4]",7.000,0
"[12,4,5,6]",15.000,"[0,0,0,4]",23.000,"[0,3,0,0]",8.000,0
"[12,4,5,7]",21.000,"[0,0,0,0]",24.000,"[0,3,0,0]",3.000,0
"[12,4,5,8]",19.000,"[0,0,0,0]",25.000,"[0,3,0,2]",6.000,0
"[12,4,5,9]",21.000,"[0,0,0,1]",26.000,"[0,3,0,0]",5.000,0
"[12,4,5,10]",19.000,"[0,0,0,0]",27.000,"[0,3,0,4]",8.000,0
"[12,4,5,11]",25.000,"[0,0,0,0]",28.000,"[0,3,0,0]",3.000,0
"[12,4,5,12]",15.000,"[0,0,0,4]",29.000,"[0,3,0,6]",14.000,0
"[12,4,6,2]",11.000,"[0,0,0,0]",20.000,"[0,3,2,1]",9.000,1
"[12,4,6,3]",11.000,"[0,0,0,0]",21.000,"[0,3,2,1]",10.000,1
"[12,4,6,4]",11.000,"[0,0,0,0]",22.000,"[0,3,2,3]",11.000,1
"[12,4,6,5]",15.000,"[0,0,0,0]",23.000,"[0,3,2,0]",8.000,0
"[12,4,6,6]",11.000,"[0,0,0,0]",24.000,"[0,3,2,1]",13.000,1
"[12,4,6,7]",17.000,"[0,0,0,0]",25.000,"[0,3,2,0]",8.000,0
"[12,4,6,8]",15.000,"[0,0,0,0]",26.000,"[0,3,2,3]",11.000,0
"[12,4,6,9]",17.000,"[0,0,0,0]",27.000,"[0,3,2,1]",10.000,0
"[12,4,6,10]",19.000,"[0,0,0,0]",28.000,"[0,3,2,1]",9.000,0
"[12,4,6,11]",21.000,"[0,0,0,0]",29.000,"[0,3,2,0]",8.000,0
"[12,4,6,12]",11.000,"[0,0,0,0]",30.000,"[0,3,2,7]",19.000,1
"[12,4,7,2]",17.000,"[0,0,0,0]",21.000,"[0,3,0,0]",4.000,0
"[12,4,7,3]",17.000,"[0,0,0,0]",22.000,"[0,3,0,2]",5.000,0
"[12,4,7,4]",17.000,"[0,0,0,2]",23.000,"[0,3,0,0]",6.000,0
"[12,4,7,5]",21.000,"[0,0,0,0]",24.000,"[0,3,0,0]",3.000,0
"[12,4,7,6]",17.000,"[0,0,0,0]",25.000,"[0,3,0,2]",8.000,0
"[12,4,7,7]",17.000,"[0,0,0,0]",26.000,"[0,3,0,6]",9.000,0
"[12,4,7,8]",21.000,"[0,0,0,2]",27.000,"[0,3,0,0]",6.000,0
"[12,4,7,9]",23.000,"[0,0,0,0]",28.000,"[0,3,0,2]",5.000,0
"[12,4,7,10]",25.000,"[0,0,0,0]",29.000,"[0,3,0,0]",4.000,0
"[12,4,7,11]",27.000,"[0,0,0,0]",30.000,"[0,3,0,0]",3.000,0
"[12,4,7,12]",17.000,"[0,0,0,6]",31.000,"[0,3,0,8]",14.000,0
"[12,4,8,2]",15.000,"[0,0,0,0]",22.000,"[0,3,2,1]",7.000,0
"[12,4,8,3]",15.000,"[0,0,0,1]",23.000,"[0,3,2,0]",8.000,0
"[12,4,8,4]",15.000,"[0,0,0,0]",24.000,"[0,3,2,1]",9.000,0
"[12,4,8,5]",19.000,"[0,0,0,0]",25.000,"[0,3,2,0]",6.000,0
"[12,4,8,6]",15.000,"[0,0,0,4]",26.000,"[0,3,2,3]",11.000,0
"[12,4,8,7]",21.000,"[0,0,0,0]",27.000,"[0,3,2,0]",6.000,0
"[12,4,8,8]",15.000,"[0,0,0,0]",28.000,"[0,3,2,1]",13.000,0
"[12,4,8,9]",21.000,"[0,0,0,1]",29.000,"[0,3,2,0]",8.000,0
"[12,4,8,10]",23.000,"[0,0,0,0]",30.000,"[0,3,2,1]",7.000,0
"[12,4,8,11]",25.000,"[0,0,0,0]",31.000,"[0,3,2,0]",6.000,0
"[12,4,8,12]",15.000,"[0,0,0,4]",32.000,"[0,3,2,9]",17.000,0
"[12,4,9,2]",17.000,"[0,0,0,0]",23.000,"[0,3,2,0]",6.000,0
"[12,4,9,3]",17.000,"[0,0,0,0]",24.000,"[0,3,2,1]",7.000,0
"[12,4,9,4]",17.000,"[0,0,0,2]",25.000,"[0,3,2,2]",8.000,0
